"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.422003292E1,-9.797778735E-1,-1.243772351E0,3.135155411E0,3.512283273E0
1.423008992E1,-1.026330773E0,-1.557036345E0,3.278578548E0,3.771842299E0
1.424014692E1,-1.085746378E0,-1.786123822E0,3.203804354E0,3.825368720E0
1.425020392E1,-1.029000320E0,-1.874885725E0,2.999332193E0,3.683752400E0
1.426025992E1,-8.598234138E-1,-1.751707696E0,2.821240037E0,3.430331107E0
1.427031692E1,-7.561408782E-1,-1.484616825E0,2.575899639E0,3.067750820E0
1.428037392E1,-4.936868495E-1,-1.141933150E0,2.503691204E0,2.795748141E0
1.429043092E1,-2.179087704E-1,-9.382430542E-1,2.479250427E0,2.659787010E0
1.430048692E1,-7.693971008E-2,-8.959489739E-1,2.514231102E0,2.670206419E0
1.431054392E1,2.708722651E-3,-8.934580600E-1,2.529831181E0,2.682968589E0
1.432060092E1,4.170520717E-1,-9.400381494E-1,2.621059440E0,2.815591721E0
1.433065792E1,1.021159788E0,-1.290910265E0,2.389198628E0,2.901290525E0
1.434071392E1,1.640587502E0,-1.847259970E0,1.301590789E0,2.792496254E0
1.435077092E1,1.931671253E0,-2.306501457E0,-2.167855203E-2,3.008616419E0
1.436082792E1,1.976845087E0,-2.598645893E0,-1.079809700E0,3.439021076E0
1.437088492E1,2.015456883E0,-2.816296801E0,-1.736724790E0,3.874249232E0
1.438094092E1,1.947834711E0,-2.778597463E0,-2.151047966E0,4.017669881E0
1.439099792E1,1.696530738E0,-2.163680876E0,-2.191611417E0,3.516090454E0
1.440105492E1,1.099647841E0,-1.076045555E0,-1.733292182E0,2.317628357E0
1.441111192E1,4.187667677E-1,-2.318245590E-2,-1.649406565E0,1.701894547E0
1.442116792E1,-5.111586222E-1,7.618705648E-1,-2.491120567E0,2.654696136E0
1.443122492E1,-1.878492580E0,1.529124076E0,-3.686309865E0,4.410876924E0
1.444128192E1,-2.726148523E0,2.328820279E0,-4.718105446E0,5.925859319E0
1.445133892E1,-2.538832093E0,2.929146309E0,-5.252649130E0,6.528084664E0
1.446139492E1,-1.735071198E0,3.143284795E0,-5.454987935E0,6.530513359E0
1.447145192E1,-6.602240297E-1,2.979288522E0,-5.334354613E0,6.145518286E0
1.448150892E1,6.066573948E-2,2.316100246E0,-4.946566687E0,5.462281819E0
1.449156592E1,2.489767814E-1,1.187012259E0,-4.342290863E0,4.508489490E0
1.450162192E1,3.289196214E-1,-2.922134328E-1,-3.276936942E0,3.306341260E0
1.451167892E1,2.814481241E-1,-1.748989910E0,-2.143773445E0,2.780996824E0
1.452173592E1,4.152897209E-2,-2.924753881E0,-1.474841596E0,3.275830834E0
1.453179292E1,-1.258481607E-1,-3.512813036E0,-1.178773533E0,3.707451986E0
1.454184892E1,-1.910802832E-1,-3.043590937E0,-1.123314592E0,3.249891251E0
1.455190592E1,-3.204756573E-1,-1.737053989E0,-1.062484692E0,2.061294479E0
1.456196292E1,-6.168344736E-1,-4.559945279E-1,-9.981606424E-1,1.258864745E0
1.457201992E1,-6.520575160E-1,3.764940298E-1,-1.060547510E0,1.300648984E0
1.458207592E1,-4.609836647E-1,7.522735298E-1,-1.195699760E0,1.485974199E0
1.459213292E1,-2.066838706E-1,8.051651037E-1,-1.380696015E0,1.611623577E0
1.460218992E1,9.398551315E-2,7.353943723E-1,-1.729344581E0,1.881560746E0
1.461224692E1,-6.386796713E-2,6.266034168E-1,-2.258953069E0,2.345118318E0
1.462230292E1,9.054998159E-3,4.677450925E-1,-2.319186991E0,2.365902738E0
1.463235992E1,1.779614702E-1,3.300367320E-1,-2.032406791E0,2.066705566E0
1.464241692E1,3.807648361E-2,2.885022050E-1,-1.675469359E0,1.700553120E0
1.465247392E1,-2.310854709E-1,1.983504188E-1,-1.347096160E0,1.381090673E0
1.466252992E1,-4.630494860E-1,8.512493491E-2,-1.042289652E0,1.143690867E0
1.467258692E1,-6.077090165E-1,-9.897055686E-2,-7.250705284E-1,9.512269398E-1
1.468264392E1,-7.256999812E-1,-2.386757416E-1,-5.389577472E-1,9.349235399E-1
1.469270092E1,-7.892253014E-1,-3.716472727E-1,-4.246060896E-1,9.702002902E-1
1.470275692E1,-8.589907703E-1,-5.250723642E-1,-3.114320612E-1,1.053829237E0
1.471281392E1,-8.638316801E-1,-6.386328936E-1,-2.556824414E-1,1.104278341E0
1.472287092E1,-9.072507647E-1,-6.719316173E-1,-2.752285139E-1,1.162044226E0
1.473292792E1,-8.402302712E-1,-5.642639118E-1,-2.018061963E-1,1.032039927E0
1.474298392E1,-7.771914393E-1,-2.908562940E-1,-1.162186005E-1,8.379323840E-1
1.475304092E1,-7.089553097E-1,2.769416749E-2,-1.835914618E-1,7.328645324E-1
1.476309792E1,-5.609900558E-1,2.582539737E-1,-3.036296097E-1,6.881830407E-1
1.477315492E1,-3.986821666E-1,3.898590106E-1,-4.365730742E-1,7.081903468E-1
1.478321092E1,-2.468358234E-1,4.179899651E-1,-5.222189230E-1,7.129909804E-1
1.479326792E1,-1.451425105E-1,3.095416564E-1,-5.752753884E-1,6.691966511E-1
1.480332492E1,-6.026462048E-2,1.450951481E-1,-6.255491638E-1,6.449776607E-1
1.481338192E1,-4.454788953E-2,-4.744430780E-3,-6.320676398E-1,6.336533164E-1
1.482343792E1,-5.819996864E-2,-6.593378842E-2,-5.753279768E-1,5.820109807E-1
1.483349492E1,-1.414266050E-2,-3.200005710E-2,-4.585702630E-1,4.599029295E-1
1.484355192E1,-1.867805332E-2,1.479941976E-1,-3.078313823E-1,3.420691628E-1
1.485360892E1,-3.113642335E-2,3.210361129E-1,-1.064918486E-1,3.396677442E-1
1.486366492E1,1.522919011E-1,3.076728863E-1,2.343704367E-1,4.156740666E-1
1.487372192E1,2.697896531E-1,1.511762524E-1,6.290194863E-1,7.009324007E-1
1.488377892E1,1.334284911E-1,-7.352055073E-2,9.114902884E-1,9.241336372E-1
1.489383592E1,-1.535566539E-2,-1.820483816E-1,1.074280865E0,1.089704908E0
1.490389192E1,2.632796556E-2,-1.991316068E-1,1.158971352E0,1.176248763E0
1.491394892E1,2.692432308E-1,-2.291348398E-2,1.239854717E0,1.268958890E0
1.492400592E1,4.854197636E-1,1.665830809E-1,1.391311635E0,1.482946505E0
1.493406292E1,6.638665527E-1,3.465983856E-1,1.417505407E0,1.603175231E0
1.494411892E1,7.217227051E-1,4.703096813E-1,1.339797081E0,1.592837430E0
1.495417592E1,6.422262999E-1,4.882653111E-1,1.055034170E0,1.328139576E0
1.496423292E1,3.714820889E-1,4.560266876E-1,7.419871080E-1,9.468390310E-1
1.497428992E1,1.357472044E-1,3.073828644E-1,4.469436228E-1,5.591691433E-1
1.498434592E1,-2.189665318E-2,1.271032655E-1,2.002075128E-1,2.381548901E-1
1.499440292E1,-2.832192457E-1,1.109801531E-2,1.120689412E-1,3.047880487E-1
1.500445992E1,-6.197408321E-1,-1.366190243E-1,1.100235669E-1,6.440874491E-1
1.501451692E1,-9.108459252E-1,-2.709640664E-1,1.517188374E-1,9.623307282E-1
1.502457292E1,-1.065654176E0,-3.072758603E-1,1.897035198E-1,1.125177631E0
1.503462992E1,-1.053447236E0,-2.453941923E-1,1.142359010E-1,1.087666874E0
1.504468692E1,-7.966354778E-1,-2.386587846E-1,1.194960014E-1,8.401579580E-1
1.505474392E1,-3.819173223E-1,-1.747475481E-1,1.694429541E-1,4.528890165E-1
1.506479992E1,-1.302780113E-1,-2.178906441E-2,2.529774463E-1,2.853851991E-1
1.507485692E1,-3.979147196E-2,1.603633976E-1,2.960538475E-1,3.390393209E-1
1.508491392E1,2.409257501E-2,2.104962552E-1,3.556569286E-1,4.139818552E-1
1.509497092E1,-4.836115122E-2,2.451287287E-1,4.033596833E-1,4.744743710E-1
1.510502692E1,-1.525129259E-1,2.363269150E-1,3.800947817E-1,4.728452669E-1
1.511508392E1,-2.582554355E-1,2.157546562E-1,3.135242315E-1,4.599384583E-1
1.512514092E1,-3.388022929E-1,1.164139706E-1,3.474555874E-1,4.990637148E-1
1.513519792E1,-3.195509201E-1,5.534331143E-2,3.262126529E-1,4.599895299E-1
1.514525392E1,-2.465849778E-1,-6.259444356E-3,2.240769982E-1,3.332474052E-1
1.515531092E1,-5.233374953E-2,-3.462370276E-2,9.783678174E-2,1.162310543E-1
1.516536792E1,1.634501427E-2,-7.374683797E-2,2.513601065E-2,7.960888540E-2
1.517542492E1,7.090129048E-2,-1.410851276E-1,-5.133621454E-2,1.660343734E-1
1.518548092E1,5.159027606E-2,-3.581980920E-1,3.584452830E-2,3.636650380E-1
1.519553792E1,-8.187797606E-2,-5.609397697E-1,5.071633659E-2,5.691481134E-1
1.520559504E1,-3.454672417E-1,-7.044661099E-1,3.920675039E-2,7.855935872E-1
1.521565204E1,-6.652684227E-1,-7.068646377E-1,1.425984601E-1,9.811085623E-1
1.522570804E1,-9.103845799E-1,-6.864613634E-1,2.839127985E-1,1.175004580E0
1.523576504E1,-9.842284817E-1,-6.747371113E-1,3.467586724E-1,1.242665462E0
1.524582204E1,-9.485113496E-1,-6.100446868E-1,2.605133379E-1,1.157452159E0
1.525587904E1,-8.261829203E-1,-6.622796184E-1,2.090859798E-1,1.079309714E0
1.526593504E1,-5.290815076E-1,-6.336282617E-1,2.860411850E-1,8.736312582E-1
1.527599204E1,-3.177382833E-1,-5.555638397E-1,3.304999045E-1,7.203047851E-1
1.528604904E1,-1.372858992E-1,-5.365826082E-1,2.535586596E-2,5.544467815E-1
1.529610604E1,-1.660360739E-1,-5.973936510E-1,-5.184854027E-1,8.082538369E-1
1.530616204E1,-3.053743458E-1,-5.992226601E-1,-1.116240412E0,1.303193748E0
1.531621904E1,-4.111294270E-1,-6.097529107E-1,-1.593400179E0,1.754921693E0
1.532627604E1,-3.427073559E-1,-6.590162873E-1,-1.823958231E0,1.969409665E0
1.533633304E1,-7.520630300E-2,-7.105992544E-1,-1.871112517E0,2.002915210E0
1.534638904E1,1.969754460E-1,-6.642226481E-1,-1.739219213E0,1.872131011E0
1.535644604E1,4.909798810E-1,-5.550972319E-1,-1.373830215E0,1.560962408E0
1.536650304E1,8.222193852E-1,-3.354793203E-1,-9.274174460E-1,1.284014880E0
1.537656004E1,1.178753944E0,-9.346891165E-2,-4.716177034E-1,1.273035961E0
1.538661604E1,1.787031603E0,3.067613053E-1,-2.374659526E-1,1.828653747E0
1.539667304E1,2.414391649E0,7.191396976E-1,-8.787268773E-3,2.519231263E0
1.540673004E1,2.732402997E0,1.167571437E0,1.732869867E-1,2.976453860E0
1.541678704E1,2.700853761E0,1.725169523E0,1.649506845E-2,3.204854600E0
1.542684304E1,2.446410710E0,2.092377589E0,-3.894970679E-1,3.242634315E0
1.543690004E1,2.251410745E0,2.236776334E0,-1.076745978E0,3.351328187E0
1.544695704E1,2.000276634E0,2.297459323E0,-1.794325712E0,3.535396825E0
1.545701404E1,1.499769300E0,1.979940310E0,-2.196603624E0,3.315801421E0
1.546707004E1,8.197363651E-1,1.570441087E0,-2.161281763E0,2.794528901E0
1.547712704E1,3.131008565E-2,1.123773453E0,-2.016519907E0,2.308722510E0
1.548718404E1,-8.494943073E-1,4.721299195E-1,-1.953958061E0,2.182315134E0
1.549724104E1,-1.553333303E0,-1.588694340E-1,-1.797442131E0,2.380941424E0
1.550729704E1,-1.935659638E0,-7.486330533E-1,-1.513046572E0,2.568372951E0
1.551735404E1,-2.099798583E0,-1.122816848E0,-1.103026947E0,2.624221829E0
1.552741104E1,-2.113159763E0,-1.172301834E0,-6.450215614E-1,2.501157450E0
1.553746804E1,-1.933790868E0,-1.060538739E0,-1.352143769E-1,2.209654377E0
1.554752404E1,-1.486182709E0,-7.567741317E-1,3.574274290E-1,1.705637857E0
1.555758104E1,-8.959656385E-1,-3.973832077E-1,7.390282707E-1,1.227530295E0
1.556763804E1,-1.666029614E-1,-5.425806820E-2,8.167016602E-1,8.352856316E-1
1.557769504E1,5.749201700E-1,2.791484141E-1,5.998177604E-1,8.764920905E-1
1.558775104E1,1.152191505E0,4.998796356E-1,1.139962931E-1,1.261118579E0
1.559780804E1,1.487831624E0,5.681751144E-1,-3.429814442E-1,1.629141545E0
1.560786504E1,1.409067583E0,4.745062280E-1,-6.923150110E-1,1.640099902E0
1.561792204E1,9.161338547E-1,3.673945928E-1,-7.229906738E-1,1.223517691E0
1.562797804E1,3.363909012E-1,1.971722049E-1,-5.771318793E-1,6.965033546E-1
1.563803504E1,-2.174214050E-1,9.693397164E-2,-3.293888605E-1,4.064053194E-1
1.564809204E1,-7.535184020E-1,-2.430278242E-2,-6.685940266E-2,7.568690687E-1
1.565814904E1,-1.101489129E0,-2.599636996E-1,9.210183263E-2,1.135492041E0
1.566820504E1,-1.402887368E0,-4.415571678E-1,2.409229727E-1,1.490338746E0
1.567826204E1,-1.541778036E0,-5.378023374E-1,3.736430736E-1,1.675088061E0
1.568831904E1,-1.501619943E0,-4.952246672E-1,4.148460634E-1,1.634688711E0
1.569837604E1,-1.290277888E0,-3.603656548E-1,4.367579193E-1,1.409055682E0
1.570843204E1,-9.884045631E-1,-1.374592692E-1,3.502306759E-1,1.057591678E0
1.571848904E1,-6.890522647E-1,3.060140312E-2,3.168721645E-1,7.590371782E-1
1.572854604E1,-4.293955439E-1,1.198690903E-1,3.378380871E-1,5.593600853E-1
1.573860304E1,-3.491600507E-1,1.154754925E-1,2.964772224E-1,4.723833971E-1
1.574865904E1,-3.387099069E-1,5.534857392E-2,2.378015828E-1,4.175373738E-1
1.575871604E1,-4.336537787E-1,-4.648536444E-4,2.295369820E-1,4.906557266E-1
1.576877304E1,-5.077727920E-1,-8.203760505E-2,2.998124743E-1,5.953577888E-1
1.577883004E1,-5.547414288E-1,-1.446150917E-1,4.015692294E-1,6.999352995E-1
1.578888604E1,-5.987110287E-1,-1.646529150E-1,4.720072742E-1,7.799720156E-1
1.579894304E1,-6.043383890E-1,-1.512399870E-1,5.519104993E-1,8.322881841E-1
1.580900004E1,-5.105718541E-1,-1.044394577E-1,6.221121705E-1,8.115508432E-1
1.581905704E1,-3.824745619E-1,-8.551903725E-2,6.989996941E-1,8.013743624E-1
1.582911304E1,-2.562276211E-1,-6.363232434E-2,6.970372224E-1,7.453606885E-1
1.583917004E1,-1.717414945E-1,-3.594751239E-2,6.987131806E-1,7.204078521E-1
1.584922704E1,-1.042426988E-1,-2.945417941E-2,6.682094260E-1,6.769327336E-1
1.585928404E1,-7.626406431E-2,-1.501915812E-2,7.507427287E-1,7.547558727E-1
1.586934004E1,-1.338456899E-1,3.376065373E-2,7.951475076E-1,8.070402774E-1
1.587939704E1,-1.203438842E-1,9.450445354E-2,7.031895165E-1,7.196452170E-1
1.588945404E1,-5.699602693E-2,1.725624436E-1,6.350076199E-1,6.605005839E-1
1.589951104E1,-8.215308756E-2,1.825494879E-1,7.758095960E-1,8.012203034E-1
1.590956704E1,-7.706834882E-2,1.802532864E-1,9.032707112E-1,9.242990616E-1
1.591962404E1,-6.159486204E-2,1.066438580E-1,9.526377296E-1,9.605651896E-1
1.592968104E1,7.497299910E-3,-9.815136194E-3,9.116090599E-1,9.116927249E-1
1.593973804E1,1.694140103E-1,-1.317295825E-1,7.976082353E-1,8.259737809E-1
1.594979404E1,2.319415033E-1,-2.110236740E-1,8.321582631E-1,8.892779244E-1
1.595985104E1,2.732707930E-1,-2.396463794E-1,9.495013563E-1,1.016690778E0
1.596990804E1,2.640886179E-1,-2.225999916E-1,1.034024028E0,1.090183124E0
1.597996504E1,2.825947630E-1,-1.418101823E-1,9.753880032E-1,1.025354419E0
1.599002104E1,5.811939400E-1,-9.961842835E-2,6.889025760E-1,9.068059254E-1
1.600007804E1,7.075572404E-1,-1.294719726E-1,6.500162530E-1,9.694954200E-1
1.601013504E1,7.946342683E-1,-1.898514909E-1,6.242861652E-1,1.028212247E0
1.602019204E1,7.834608239E-1,-2.208657074E-1,5.595761991E-1,9.877844126E-1
1.603024804E1,8.566211861E-1,-2.321718836E-1,2.722317427E-1,9.283392493E-1
1.604030504E1,9.441616058E-1,-2.855873680E-1,-1.165168633E-1,9.932660581E-1
1.605036204E1,8.788777354E-1,-3.890427393E-1,-2.245757657E-1,9.870231007E-1
1.606041904E1,5.433718103E-1,-5.234205258E-1,-2.017909570E-1,7.809875552E-1
1.607047504E1,8.532958746E-2,-6.351526308E-1,-3.584716686E-1,7.343037111E-1
1.608053204E1,-1.824886769E-1,-7.036241108E-1,-7.003199223E-1,1.009374559E0
1.609058904E1,-2.671265388E-1,-9.105073714E-1,-1.111943512E0,1.461779270E0
1.610064604E1,-4.115489647E-1,-1.280802183E0,-1.376709968E0,1.924878469E0
1.611070204E1,-4.939830109E-1,-1.728659726E0,-1.290627698E0,2.213143357E0
1.612075904E1,-8.407234839E-1,-2.244451389E0,-1.158468491E0,2.662034421E0
1.613081604E1,-1.222152564E0,-2.674454459E0,-1.325880708E0,3.225573312E0
1.614087304E1,-1.390376373E0,-2.862610257E0,-1.180506063E0,3.394300886E0
1.615092904E1,-1.258951138E0,-2.783051287E0,-5.180410874E-1,3.098176722E0
1.616098604E1,-8.677738729E-1,-2.466785333E0,4.002756791E-1,2.645426618E0
1.617104304E1,-4.598007730E-1,-2.041008046E0,6.784288971E-1,2.199408184E0
1.618110004E1,-2.766346961E-2,-1.595042077E0,5.708940697E-1,1.694356673E0
1.619115604E1,3.162466586E-1,-1.147128401E0,4.106639886E-1,1.258793243E0
1.620121296E1,7.520191759E-2,-9.693671983E-1,-2.580089754E-1,1.005930775E0
1.621126996E1,1.179602668E-1,-8.220822680E-1,-3.021297258E-1,8.837512383E-1
1.622132696E1,3.330962875E-1,-4.920619082E-1,-2.110494018E-2,5.945784026E-1
1.623138396E1,4.691592416E-1,-1.525532717E-1,-1.060275614E-2,4.934524426E-1
1.624143996E1,7.962062922E-1,2.881730068E-1,-2.005203205E-1,8.701704089E-1
1.625149696E1,1.088716471E0,7.480418998E-1,-3.648846754E-1,1.370405438E0
1.626155396E1,1.361970307E0,1.356724185E0,-1.462555280E-1,1.927966367E0
1.627161096E1,1.435441741E0,1.971268305E0,-2.112365127E-2,2.438613936E0
1.628166696E1,1.080429212E0,2.274117823E0,-3.541293070E-1,2.542507959E0
1.629172396E1,6.854860479E-1,2.248138644E0,-6.776086789E-1,2.446052331E0
1.630178096E1,6.182839984E-1,2.205328839E0,-3.853601629E-1,2.322553088E0
1.631183796E1,5.019311312E-1,2.135822402E0,-3.300460875E-2,2.194256479E0
1.632189396E1,2.345557934E-1,1.912263467E0,-9.916585386E-2,1.929145369E0
1.633195096E1,-1.058878130E-1,1.349246766E0,-6.151066214E-1,1.486618720E0
1.634200796E1,-1.491075075E-1,8.588320184E-1,-4.374316648E-1,9.752804447E-1
1.635206496E1,-2.142095295E-1,5.542873925E-1,-2.160408774E-1,6.322925721E-1
1.636212096E1,-4.623814416E-1,3.320563602E-1,-1.547757983E-1,5.899267511E-1
1.637217796E1,-7.017614803E-1,2.719434750E-1,-3.558089197E-2,7.534510128E-1
1.638223496E1,-8.841270733E-1,2.685713857E-1,-6.925529927E-2,9.266107961E-1
1.639229196E1,-1.043715130E0,3.924177521E-1,-1.709237614E-1,1.128072647E0
1.640234796E1,-1.131237716E0,6.830430812E-1,-1.660620940E-1,1.331849556E0
1.641240496E1,-9.473819599E-1,9.333869416E-1,2.072545588E-2,1.330102742E0
1.642246196E1,-1.097990155E0,9.771866798E-1,6.799727082E-3,1.469871567E0
1.643251896E1,-1.280382353E0,1.104333215E0,-4.931600153E-2,1.691556351E0
1.644257496E1,-1.274329608E0,1.289986405E0,-2.931150734E-2,1.813515933E0
1.645263196E1,-1.135268494E0,1.511211716E0,5.532693923E-2,1.890940632E0
1.646268896E1,-9.859981415E-1,1.654059194E0,1.085488808E-1,1.928700861E0
1.647274596E1,-6.963887662E-1,1.721996824E0,2.547549999E-1,1.874868124E0
1.648280196E1,-3.725755182E-1,1.741946939E0,3.984181648E-1,1.825357140E0
1.649285896E1,-7.189824075E-2,1.770632209E0,4.552039844E-1,1.829622487E0
1.650291596E1,1.171416566E-1,1.858437508E0,5.688317567E-1,1.947070031E0
1.651297296E1,2.095764881E-1,2.008208674E0,7.736915883E-1,2.162272660E0
1.652302896E1,1.887796962E-1,2.173122960E0,9.671420404E-1,2.386098258E0
1.653308596E1,2.230303466E-2,2.282511501E0,1.192357199E0,2.575280930E0
1.654314296E1,-2.794015986E-1,2.262388893E0,1.389553670E0,2.669705631E0
1.655319996E1,-6.352979341E-1,2.097843567E0,1.480466764E0,2.645058210E0
1.656325596E1,-8.281452459E-1,1.787074580E0,1.571369040E0,2.519654889E0
1.657331296E1,-8.239440215E-1,1.298202327E0,1.768464354E0,2.343433209E0
1.658336996E1,-6.314528051E-1,6.304339278E-1,1.821031700E0,2.027889552E0
1.659342696E1,-2.182625270E-1,-2.398878694E-2,2.055088726E0,2.066785829E0
1.660348296E1,1.384398472E-1,-6.064913338E-1,2.389864918E0,2.469504334E0
1.661353996E1,4.382786340E-1,-9.624446797E-1,2.822889244E0,3.014480321E0
1.662359696E1,4.058306801E-1,-1.085050267E0,3.161843272E0,3.367385559E0
1.663365396E1,3.675746870E-1,-9.972905767E-1,3.368704314E0,3.532402638E0
1.664370996E1,3.143226323E-1,-7.508965105E-1,3.327536407E0,3.425659473E0
1.665376696E1,2.741247788E-1,-5.348155797E-1,3.171438553E0,3.227877723E0
1.666382396E1,6.864104927E-2,-5.009812510E-1,3.027206454E0,3.069148534E0
1.667388096E1,-2.350267866E-1,-6.612984556E-1,2.967736763E0,3.049592552E0
1.668393696E1,-5.004912543E-1,-8.962945443E-1,3.031649169E0,3.200739303E0
1.669399396E1,-6.045345631E-1,-1.201390563E0,3.008186631E0,3.295146147E0
1.670405096E1,-4.952901560E-1,-1.411382788E0,2.917704770E0,3.278767274E0
1.671410796E1,-4.278457394E-1,-1.627572477E0,2.623560002E0,3.116907318E0
1.672416396E1,-5.099502951E-2,-1.885152851E0,2.133503981E0,2.847497322E0
1.673422096E1,4.688174719E-1,-1.848865616E0,1.743810739E0,2.584370287E0
1.674427796E1,8.612828788E-1,-1.565541120E0,1.463506622E0,2.309670719E0
1.675433496E1,1.190275006E0,-1.167778428E0,1.032165417E0,1.961077891E0
1.676439096E1,1.731336581E0,-6.480872566E-1,4.794447863E-1,1.909819560E0
1.677444796E1,2.260097954E0,-1.859829730E-1,-2.041409165E-2,2.267829174E0
1.678450496E1,2.297651696E0,1.152568066E-1,-3.470404351E-1,2.326569258E0
1.679456196E1,1.720097648E0,2.946125454E-1,-3.916070357E-1,1.788543693E0
1.680461796E1,6.560681212E-1,3.641949964E-1,-9.761093304E-1,1.231199740E0
1.681467496E1,-7.423949513E-1,5.827832133E-1,-2.506550200E0,2.678354054E0
1.682473196E1,-2.070534438E0,1.291586203E0,-4.197924278E0,4.855705512E0
1.683478896E1,-2.428001921E0,2.269925954E0,-5.416213878E0,6.354772218E0
1.684484496E1,-1.909384298E0,3.013576595E0,-5.787755316E0,6.798934026E0
1.685490196E1,-8.343734077E-1,3.385840164E0,-5.292304362E0,6.337868574E0
1.686495896E1,1.913703051E-1,3.268120510E0,-4.561005380E0,5.614267925E0
1.687501596E1,6.482281744E-1,2.453367142E0,-3.620508224E0,4.421231717E0
1.688507196E1,7.170206666E-1,1.024498841E0,-2.431468881E0,2.734183138E0
1.689512896E1,5.772795215E-1,-5.956400710E-1,-1.413365140E0,1.638792165E0
1.690518596E1,4.436074939E-1,-1.902126149E0,-7.998530544E-1,2.110600958E0
1.691524296E1,7.695725173E-2,-2.732845339E0,-1.076818703E0,2.938350657E0
1.692529896E1,-1.775185436E-1,-3.069675951E0,-1.499041467E0,3.420752636E0
1.693535596E1,-1.323911950E-1,-3.016937574E0,-1.498516826E0,3.371200444E0
1.694541296E1,-5.217470527E-2,-2.573802828E0,-1.345498847E0,2.904746175E0
1.695546996E1,-7.802407622E-2,-1.684329645E0,-1.314677588E0,2.138090567E0
1.696552596E1,-4.258720118E-1,-3.567766339E-1,-1.329516068E0,1.440926615E0
1.697558296E1,-7.635642108E-1,9.704489332E-1,-1.509007900E0,1.949847758E0
1.698563996E1,-8.375382131E-1,1.696615230E0,-1.501196020E0,2.415277000E0
1.699569696E1,-9.354241115E-1,1.788226481E0,-1.636944248E0,2.598530101E0
1.700575296E1,-2.022152529E0,1.452914976E0,-2.670105885E0,3.650962642E0
1.701580996E1,-1.621001961E0,8.479942042E-1,-2.804018818E0,3.348023754E0
1.702586696E1,-1.199702471E0,2.339441746E-1,-2.402973499E0,2.695978029E0
1.703592396E1,-1.299669102E0,-3.861273175E-1,-1.886194240E0,2.322921176E0
1.704598096E1,-1.427694181E0,-1.006575955E0,-1.227285542E0,2.134885390E0
1.705603696E1,-1.306092268E0,-1.345367138E0,-2.433394808E-1,1.890794503E0
1.706609396E1,-1.046363042E0,-1.296762743E0,5.767974186E-1,1.763282305E0
1.707615096E1,-1.035881031E0,-8.990550148E-1,9.023440737E-1,1.641820409E0
1.708620796E1,-1.067446347E0,-4.479586995E-1,9.633697093E-1,1.506051094E0
1.709626396E1,-8.080738011E-1,-7.868831992E-2,7.797846794E-1,1.125717223E0
1.710632096E1,-2.830642945E-1,1.904636943E-1,5.369235009E-1,6.361514438E-1
1.711637796E1,-3.532010615E-2,3.179961455E-1,3.617245477E-1,4.829220505E-1
1.712643496E1,1.755500785E-1,3.355068022E-1,3.939234102E-1,5.464048842E-1
1.713649096E1,2.810329717E-1,3.398091835E-1,5.153677404E-1,6.782726002E-1
1.714654796E1,2.587422162E-1,3.569912267E-1,6.278740168E-1,7.672131720E-1
1.715660496E1,8.851953596E-2,3.927106977E-1,5.988203716E-1,7.215561224E-1
1.716666196E1,-8.408208400E-2,5.135340536E-1,4.268023038E-1,6.730135419E-1
1.717671796E1,-1.927397230E-1,5.306336510E-1,1.858981884E-1,5.943726179E-1
1.718677496E1,-2.085330525E-1,5.936262900E-1,6.464213848E-2,6.325004444E-1
1.719683196E1,-3.796895331E-1,5.927176327E-1,8.976644556E-2,7.096029512E-1
1.720688929E1,-5.615554816E-1,5.728715980E-1,2.395499003E-1,8.372040261E-1
1.721694529E1,-7.930297923E-1,4.434446490E-1,5.624015737E-1,1.068566768E0
1.722700229E1,-1.041455766E0,2.858124858E-1,8.875617278E-1,1.397885800E0
1.723705929E1,-1.246814073E0,9.823614657E-2,1.151205665E0,1.699844156E0
1.724711629E1,-1.352764159E0,4.615792036E-3,1.365754040E0,1.922310140E0
1.725717229E1,-1.390134591E0,-2.810405731E-2,1.606279256E0,2.124475716E0
1.726722929E1,-1.310082700E0,1.206578797E-1,1.782770444E0,2.215659148E0
1.727728629E1,-1.086862611E0,2.483575612E-1,1.978384366E0,2.270893330E0
1.728734329E1,-6.471052167E-1,4.369250035E-1,2.144027799E0,2.281776462E0
1.729739929E1,-1.588302577E-1,5.937344635E-1,2.225218728E0,2.308537643E0
1.730745629E1,1.413383120E-1,6.173338258E-1,2.420970644E0,2.502434101E0
1.731751329E1,2.837335083E-1,6.443690121E-1,2.489194787E0,2.586852685E0
1.732757029E1,2.943336332E-1,4.773754567E-1,2.243239846E0,2.312281259E0
1.733762629E1,1.820071587E-1,2.219790173E-1,1.634101478E0,1.659122940E0
1.734768329E1,1.180354035E-1,5.109764814E-2,8.275307035E-1,8.374666509E-1
1.735774029E1,-4.869298071E-2,-9.844664633E-2,2.113219551E-1,2.381590167E-1
1.736779729E1,-2.039172605E-1,-2.565758228E-2,-1.241937641E-1,2.401346532E-1
1.737785329E1,-3.286950883E-1,2.557069266E-1,-1.704368345E-1,4.499724524E-1
1.738791029E1,-5.803794229E-1,4.847721845E-1,-7.907182418E-2,7.603267053E-1
