"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.017722142E1,1.570299877E0,-8.032092100E-1,9.101278871E-1,1.984771903E0
1.018727842E1,1.155891331E0,-7.768639952E-1,8.988433456E-1,1.657565020E0
1.019733554E1,3.839427978E-1,-7.324163854E-1,1.570839867E-1,8.417370210E-1
1.020739254E1,-5.846806347E-2,-6.551308125E-1,-1.154665462E0,1.328859370E0
1.021744854E1,-2.898298153E-1,-2.476751912E-1,-2.734076763E0,2.760528947E0
1.022750554E1,-3.368545854E-1,5.431759286E-1,-3.748585051E0,3.802683392E0
1.023756254E1,-2.965602529E-1,1.438131461E0,-4.167483088E0,4.418606723E0
1.024761954E1,-5.183556676E-1,2.229960235E0,-4.542108933E0,5.086469188E0
1.025767554E1,-5.098719424E-1,2.833931419E0,-4.800172287E0,5.597570068E0
1.026773254E1,-5.923258692E-2,3.047533715E0,-4.955968425E0,5.818298142E0
1.027778954E1,5.975117648E-1,2.844053534E0,-4.574805393E0,5.419825200E0
1.028784654E1,8.240682748E-1,2.237624180E0,-3.642506618E0,4.353608269E0
1.029790254E1,5.169985288E-1,1.169667079E0,-2.516634015E0,2.822916103E0
1.030795954E1,7.804951161E-2,-1.794627428E-2,-1.429729012E0,1.431970266E0
1.031801654E1,-2.796460122E-1,-1.149742692E0,-7.141983618E-1,1.382096035E0
1.032807354E1,-7.242019245E-1,-2.053961383E0,-8.371394330E-1,2.333244140E0
1.033812954E1,-9.322239304E-1,-2.726419249E0,-1.095335081E0,3.082557756E0
1.034818654E1,-8.273786759E-1,-2.956273296E0,-9.150905652E-1,3.203357304E0
1.035824354E1,-1.044952401E0,-2.434919761E0,-6.644799256E-1,2.731719850E0
1.036830054E1,-1.458407850E0,-1.366008979E0,-8.806542657E-1,2.183686315E0
1.037835654E1,-9.976402402E-1,-3.129874206E-1,-8.998420501E-1,1.379479209E0
1.038841354E1,-8.909671462E-1,2.545906931E-1,-1.221344186E0,1.533075503E0
1.039847054E1,-9.283007410E-1,4.794149655E-1,-1.748827357E0,2.037149504E0
1.040852754E1,-7.324760270E-1,5.242888373E-1,-1.980755558E0,2.175957834E0
1.041858354E1,-5.012885222E-1,4.670288086E-1,-1.986408500E0,2.101243636E0
1.042864054E1,-3.909740746E-1,3.876008159E-1,-2.026763059E0,2.100205613E0
1.043869754E1,-3.573441061E-1,2.721855497E-1,-1.780138612E0,1.835939341E0
1.044875454E1,-3.284375185E-1,2.029299581E-1,-1.220278823E0,1.279895378E0
1.045881054E1,-4.386832613E-1,1.493337947E-1,-8.741411984E-1,9.893767840E-1
1.046886754E1,-5.659800696E-1,1.817782402E-2,-5.867405357E-1,8.154313759E-1
1.047892454E1,-6.109901816E-1,-1.164630872E-1,-2.670486977E-1,6.768956046E-1
1.048898154E1,-7.301160908E-1,-1.471790957E-1,-2.671417415E-2,7.452817181E-1
1.049903754E1,-7.147884920E-1,-9.237723649E-2,1.403892724E-1,7.342787549E-1
1.050909454E1,-5.842672366E-1,-4.059254050E-2,2.837676780E-1,6.507995491E-1
1.051915154E1,-4.517026716E-1,-3.964704573E-2,3.028524051E-1,5.452767839E-1
1.052920854E1,-3.427962336E-1,-6.845803142E-2,2.658986235E-1,4.392013636E-1
1.053926454E1,-2.427392641E-1,-1.278984869E-1,2.085128796E-1,3.446128178E-1
1.054932154E1,-1.610030830E-1,-1.546723026E-1,1.285340792E-1,2.576170092E-1
1.055937854E1,-1.138906047E-1,-1.027455193E-1,1.107457163E-1,1.891885970E-1
1.056943454E1,1.507324487E-2,4.338634014E-4,1.699019605E-1,1.705698306E-1
1.057949154E1,9.464274019E-2,1.601967520E-1,2.592421532E-1,3.191030266E-1
1.058954854E1,1.058340186E-1,2.621254152E-1,3.644166058E-1,4.612049820E-1
1.059960554E1,2.033223063E-2,2.881958109E-1,4.511337376E-1,5.357162254E-1
1.060966154E1,-8.669754356E-2,3.060292339E-1,5.273241270E-1,6.158255361E-1
1.061971854E1,-2.095083681E-1,2.425647247E-1,5.671752405E-1,6.514746007E-1
1.062977554E1,-2.962494734E-1,2.125819570E-1,5.669050992E-1,6.740446798E-1
1.063983254E1,-3.086128262E-1,1.537034190E-1,5.444821966E-1,6.444590599E-1
1.064988854E1,-2.475807586E-1,1.292725825E-1,5.389343584E-1,6.070073107E-1
1.065994554E1,-1.816607112E-1,1.026309139E-1,6.160556245E-1,6.504292820E-1
1.067000254E1,-8.278955698E-2,9.619839191E-2,7.598737407E-1,7.704001188E-1
1.068005954E1,-6.744938672E-2,3.701287508E-2,9.556899762E-1,9.587818852E-1
1.069011554E1,-1.360106215E-1,-7.851641178E-3,1.171399609E0,1.179295375E0
1.070017254E1,-2.508861896E-1,-2.795319915E-2,1.344798789E0,1.368286901E0
1.071022954E1,-3.588866016E-1,-4.301621139E-2,1.456998671E0,1.501164586E0
1.072028654E1,-4.177347341E-1,1.145411074E-2,1.451752549E0,1.510701483E0
1.073034254E1,-5.108861420E-1,3.560954332E-4,1.385475529E0,1.476667606E0
1.074039954E1,-5.795994043E-1,6.956607878E-2,1.229958304E0,1.361459635E0
1.075045654E1,-5.439296347E-1,1.610451829E-1,1.048360158E0,1.191995814E0
1.076051354E1,-5.024290216E-1,3.066092777E-1,8.190592575E-1,1.008614018E0
1.077056954E1,-4.562541443E-1,3.110859060E-1,6.900416136E-1,8.837984576E-1
1.078062654E1,-4.453052330E-1,3.909050775E-1,5.842432996E-1,8.321320587E-1
1.079068354E1,-4.834448665E-1,4.162387240E-1,4.243371908E-1,7.661825277E-1
1.080074054E1,-5.633075997E-1,3.370300019E-1,3.747001771E-1,7.558471385E-1
1.081079654E1,-7.173405093E-1,2.488089663E-1,3.311583010E-1,8.283411908E-1
1.082085354E1,-9.305469489E-1,6.120748401E-2,4.435240980E-1,1.032655608E0
1.083091054E1,-1.072918172E0,-1.828944737E-1,5.802098536E-1,1.233388530E0
1.084096754E1,-1.322022422E0,-4.273560351E-1,5.306138070E-1,1.487255014E0
1.085102354E1,-1.452375278E0,-5.396635062E-1,3.265002628E-1,1.583424475E0
1.086108054E1,-1.440026251E0,-5.862359941E-1,3.199619794E-1,1.587363825E0
1.087113754E1,-1.317984335E0,-6.872858208E-1,4.489843011E-1,1.552749629E0
1.088119454E1,-1.068683618E0,-8.988398373E-1,5.688229859E-1,1.507831993E0
1.089125054E1,-1.039016015E0,-1.221357050E0,5.710939714E-1,1.702179675E0
1.090130754E1,-1.037964686E0,-1.752054436E0,5.530250517E-1,2.110190073E0
1.091136454E1,-1.116086118E0,-2.230132728E0,4.465308094E-1,2.533481788E0
1.092142054E1,-1.154792347E0,-2.668586193E0,1.559393211E-1,2.911909117E0
1.093147754E1,-1.081652450E0,-2.957250951E0,-1.662772715E-1,3.153244891E0
1.094153454E1,-7.554488602E-1,-3.025336515E0,-3.251823735E-1,3.135140760E0
1.095159154E1,-1.994461870E-1,-2.785728142E0,-1.929440101E-1,2.799515575E0
1.096164754E1,5.247206542E-1,-2.149066345E0,2.325122646E-1,2.224383032E0
1.097170454E1,1.401158347E0,-1.298941416E0,7.767780411E-1,2.062493064E0
1.098176154E1,2.039900583E0,-3.059853798E-1,1.352021270E0,2.466329855E0
1.099181854E1,2.485616875E0,6.660861558E-1,1.915166609E0,3.207775734E0
1.100187454E1,2.839851725E0,1.468449274E0,2.404074529E0,4.000084428E0
1.101193154E1,2.954206306E0,1.930151854E0,2.644245404E0,4.409632052E0
1.102198854E1,2.906493026E0,1.965550312E0,2.376668630E0,4.237881961E0
1.103204554E1,2.656331891E0,1.710598846E0,1.631807030E0,3.555986742E0
1.104210154E1,2.255829486E0,1.160579921E0,5.513175917E-1,2.596086191E0
1.105215854E1,1.574497885E0,4.970226860E-1,-4.584053349E-1,1.713537450E0
1.106221554E1,7.234406170E-1,-3.386882722E-2,-1.074882544E0,1.296104126E0
1.107227254E1,9.038509011E-2,-3.562638330E-1,-1.527057670E0,1.570668174E0
1.108232854E1,-3.181011030E-1,-5.008537817E-1,-1.575876074E0,1.683872983E0
1.109238554E1,-7.217773765E-1,-5.809056723E-1,-1.551490261E0,1.807079415E0
1.110244254E1,-1.330641510E0,-7.974099416E-1,-1.666523704E0,2.276789560E0
1.111249954E1,-1.885641386E0,-1.043052641E0,-1.744730213E0,2.772667626E0
1.112255554E1,-2.241088071E0,-1.253999131E0,-1.742557826E0,3.103465376E0
1.113261254E1,-2.541396389E0,-1.437432718E0,-1.426131658E0,3.249424554E0
1.114266954E1,-2.607605581E0,-1.518209664E0,-9.919199091E-1,3.176235595E0
1.115272654E1,-2.492846373E0,-1.502639113E0,-6.321759595E-1,2.978565726E0
1.116278254E1,-2.406464579E0,-1.452353058E0,-5.344033509E-1,2.861116586E0
1.117283954E1,-2.027562666E0,-1.298408149E0,-4.887311880E-1,2.456772733E0
1.118289654E1,-1.540929312E0,-1.006340897E0,-5.256355973E-1,1.914021402E0
1.119295358E1,-1.108230969E0,-6.642378509E-1,-6.805856426E-1,1.460337160E0
1.120300958E1,-7.199024668E-1,-4.510062683E-1,-8.345675352E-1,1.190869089E0
1.121306658E1,-4.412829334E-1,-3.488782150E-1,-7.966172053E-1,9.752156725E-1
1.122312358E1,-2.257876012E-1,-3.918798083E-1,-6.552150124E-1,7.961510771E-1
1.123318058E1,-7.079282463E-2,-4.795868737E-1,-6.334826660E-1,7.976938520E-1
1.124323658E1,-2.076238105E-1,-5.444593924E-1,-8.595383620E-1,1.038436263E0
1.125329358E1,-6.676195881E-1,-4.756212920E-1,-1.211806793E0,1.463013066E0
1.126335058E1,-1.395604369E0,-3.775482827E-1,-1.592465356E0,2.150860332E0
1.127340758E1,-2.118850566E0,-2.487083942E-1,-1.861447801E0,2.831319745E0
1.128346358E1,-2.421515312E0,-6.395684481E-2,-1.942208812E0,3.104835254E0
1.129352058E1,-2.398117678E0,1.546313721E-1,-1.857830713E0,3.037501312E0
1.130357758E1,-2.251483251E0,3.272288990E-1,-1.804489050E0,2.903865753E0
1.131363458E1,-2.042553465E0,4.104002792E-1,-1.742918454E0,2.716287500E0
1.132369058E1,-1.720852523E0,4.368279397E-1,-1.597808687E0,2.388544464E0
1.133374758E1,-1.455926877E0,3.412049139E-1,-1.485215580E0,2.107607454E0
1.134380458E1,-1.268671257E0,1.515387797E-1,-1.280206498E0,1.808706565E0
1.135386058E1,-1.104800407E0,-5.387624502E-2,-9.893085426E-1,1.483987191E0
1.136391758E1,-9.706524163E-1,-2.926069504E-1,-6.408823174E-1,1.199381126E0
1.137397458E1,-8.202898040E-1,-4.517237216E-1,-4.785495776E-1,1.051636525E0
1.138403158E1,-7.120300680E-1,-5.948682386E-1,-3.864623630E-1,1.005091139E0
1.139408758E1,-5.386077914E-1,-6.486275393E-1,-4.355821905E-1,9.489720134E-1
1.140414458E1,-3.255884627E-1,-6.153644836E-1,-5.280345637E-1,8.737858977E-1
1.141420158E1,-5.826253384E-2,-4.687011123E-1,-5.976066358E-1,7.617144785E-1
1.142425858E1,1.535154310E-1,-3.219658202E-1,-6.369047490E-1,7.299839972E-1
1.143431458E1,7.274023980E-2,-2.628346825E-1,-7.778013039E-1,8.242257464E-1
1.144437158E1,1.716596335E-1,-2.806032014E-1,-7.518545768E-1,8.206646642E-1
1.145442858E1,3.375828561E-1,-2.949680561E-1,-6.881471157E-1,8.212884948E-1
1.146448558E1,3.753166929E-1,-2.135332990E-1,-6.806296429E-1,8.060495025E-1
1.147454158E1,4.090194592E-1,-9.565167725E-2,-6.840894404E-1,8.027605644E-1
1.148459858E1,4.737513524E-1,8.108509362E-2,-6.656284650E-1,8.210215525E-1
1.149465558E1,5.935833129E-1,2.245582241E-1,-6.862890168E-1,9.347513894E-1
1.150471258E1,5.424663690E-1,3.309459740E-1,-8.389962164E-1,1.052477862E0
1.151476858E1,3.116068929E-1,3.777003103E-1,-1.012753977E0,1.124911996E0
1.152482558E1,1.898044208E-1,3.625922745E-1,-1.077107555E0,1.152241104E0
1.153488258E1,9.517746806E-2,4.180613011E-1,-1.099991219E0,1.180599290E0
1.154493958E1,-1.597430080E-2,5.353763276E-1,-1.106568605E0,1.229380766E0
1.155499558E1,-1.014632249E-1,6.275033033E-1,-1.050085818E0,1.227491510E0
1.156505258E1,-9.855774343E-3,6.039817089E-1,-7.892406504E-1,9.938771781E-1
1.157510958E1,1.489741910E-1,5.873604137E-1,-6.552150124E-1,8.924641604E-1
1.158516658E1,2.820851782E-1,5.405861968E-1,-7.461398005E-1,9.636026597E-1
1.159522258E1,4.980129120E-1,4.768322504E-1,-6.584239644E-1,9.533666516E-1
1.160527958E1,6.678476295E-1,5.268715525E-1,-6.771210212E-1,1.087247426E0
1.161533658E1,8.462429631E-1,7.012454635E-1,-7.704308885E-1,1.342175885E0
1.162539358E1,1.127082100E0,9.427553505E-1,-9.186377786E-1,1.732915774E0
1.163544958E1,1.331244066E0,1.174658847E0,-1.020160207E0,2.047623261E0
1.164550658E1,1.437355243E0,1.331846037E0,-8.867877757E-1,2.150859484E0
1.165556358E1,1.457593918E0,1.381284830E0,-5.052520573E-1,2.070702164E0
1.166562058E1,1.347798703E0,1.285585206E0,-1.891968951E-2,1.862699283E0
1.167567658E1,1.145135963E0,1.077560568E0,3.608163290E-1,1.613276658E0
1.168573358E1,9.551087630E-1,8.312507021E-1,3.895753475E-1,1.324756366E0
1.169579058E1,8.279610586E-1,4.870900208E-1,1.649042722E-1,9.746638507E-1
1.170584758E1,6.673795599E-1,8.248316288E-2,-1.083360422E-1,6.811282164E-1
1.171590358E1,5.154446313E-1,-2.421694529E-1,-2.264761108E-1,6.128789771E-1
1.172596058E1,3.859978017E-1,-4.578697300E-1,-2.824227818E-1,6.621190378E-1
1.173601758E1,2.807128367E-1,-5.721827960E-1,-2.927267452E-1,7.013428520E-1
1.174607458E1,1.930966955E-1,-3.825973535E-1,-3.983637857E-1,5.851160351E-1
1.175613058E1,2.388727927E-1,-9.195506752E-2,-7.756167110E-1,8.167602022E-1
1.176618758E1,3.663935494E-1,1.856683928E-1,-1.381402359E0,1.441176416E0
1.177624458E1,4.395281839E-1,3.944005430E-1,-1.997017688E0,2.082502451E0
1.178630158E1,6.377026016E-1,5.584371614E-1,-2.114067251E0,2.277673597E0
1.179635758E1,1.222235009E0,6.627421331E-1,-1.504425437E0,2.048507127E0
1.180641458E1,1.762710986E0,5.226679891E-1,-5.275006763E-1,1.912743791E0
1.181647158E1,2.050172094E0,5.829030812E-2,1.659445649E-1,2.057702839E0
1.182652858E1,2.143145747E0,-7.386249590E-1,5.178785348E-1,2.325260996E0
1.183658458E1,1.752226051E0,-1.535811537E0,5.151683869E-1,2.386296645E0
1.184664158E1,7.260777113E-1,-1.784546828E0,3.969259554E-1,1.967065438E0
1.185669858E1,-2.962181908E-1,-1.502539126E0,6.954076034E-1,1.681951478E0
1.186675558E1,-1.204292243E0,-8.368897569E-1,1.107877212E0,1.837959790E0
1.187681158E1,-1.723494880E0,2.140841067E-2,9.838291168E-1,1.984644213E0
1.188686858E1,-1.754139260E0,6.733624309E-1,1.080688244E-1,1.882046859E0
1.189692558E1,-1.574453154E0,8.349075508E-1,-8.323195732E-1,1.966908545E0
1.190698158E1,-1.477377972E0,5.231726038E-1,-1.377324511E0,2.086475031E0
1.191703858E1,-1.331118643E0,-8.739131570E-2,-1.368552518E0,1.911138425E0
1.192709558E1,-1.193467878E0,-6.889797592E-1,-9.380711460E-1,1.667044138E0
1.193715258E1,-1.213611243E0,-9.666412264E-1,-3.821143734E-1,1.597892019E0
1.194720858E1,-1.492820761E0,-9.009951210E-1,8.368301153E-2,1.745654284E0
1.195726558E1,-1.692224848E0,-7.143408877E-1,3.371808600E-1,1.867511385E0
1.196732258E1,-1.577799808E0,-5.280386567E-1,2.628089547E-1,1.684442223E0
1.197737958E1,-1.069554853E0,-2.465554494E-1,6.915385008E-2,1.099781537E0
1.198743558E1,-3.077550396E-1,1.504792643E-1,-1.067818979E-2,3.427407141E-1
1.199749258E1,2.815495732E-1,4.159779382E-1,-4.502356052E-4,5.023027075E-1
1.200754958E1,6.635402781E-1,4.889780867E-1,3.148725629E-2,8.248495119E-1
1.201760658E1,6.050052640E-1,5.101555324E-1,1.691005630E-3,7.913866919E-1
1.202766258E1,1.430334198E-1,3.873967481E-1,-2.061061839E-1,4.615350026E-1
1.203771958E1,-3.307728964E-1,1.656381708E-1,-4.975337327E-1,6.199891352E-1
1.204777658E1,-7.546375591E-1,-9.895886242E-2,-6.497028422E-1,1.000692003E0
1.205783358E1,-1.019673718E0,-3.658211070E-1,-5.549861348E-1,1.217197266E0
1.206788958E1,-1.058144889E0,-5.575647569E-1,-4.489024401E-1,1.277522002E0
1.207794658E1,-8.029259124E-1,-6.163403839E-1,-3.763560355E-1,1.079911735E0
1.208800358E1,-3.571730751E-1,-5.242204249E-1,-2.223941513E-1,6.721895700E-1
1.209806058E1,1.247740272E-1,-3.473339653E-1,1.900719309E-1,4.151346531E-1
1.210811658E1,5.046325448E-1,-2.216971815E-1,6.661615849E-1,8.646241395E-1
1.211817358E1,6.831591484E-1,-1.135260308E-1,1.008746442E0,1.223586517E0
1.212823058E1,6.774619138E-1,7.347611189E-3,1.139059829E0,1.325317292E0
1.213828758E1,5.325214246E-1,1.424522066E-1,9.355673683E-1,1.085890418E0
1.214834358E1,3.157619244E-1,1.645470804E-1,6.075783312E-1,7.042249379E-1
1.215840058E1,1.293161443E-1,1.157660991E-1,3.597078431E-1,3.993922724E-1
1.216845758E1,-6.755843729E-2,7.230257571E-2,2.356147424E-1,2.555506051E-1
1.217851458E1,-2.908934239E-1,1.880815387E-2,1.118034410E-1,3.122062461E-1
1.218857058E1,-4.981909597E-1,-7.711600363E-2,-1.082799089E-1,5.156216142E-1
1.219862758E1,-6.637390834E-1,-2.743244612E-1,-3.311827862E-1,7.908764245E-1
1.220868458E1,-7.494487399E-1,-4.393293786E-1,-3.998033702E-1,9.563087637E-1
1.221874158E1,-7.413702267E-1,-4.165240681E-1,-3.455423784E-1,9.178897797E-1
1.222879758E1,-7.099510905E-1,-2.837899339E-1,-2.785379831E-1,8.137264193E-1
1.223885458E1,-5.321156278E-1,1.319716573E-3,-1.830131904E-1,5.627100594E-1
1.224891158E1,-2.180298078E-1,2.785724634E-1,-2.003372113E-2,3.543176039E-1
1.225896858E1,-2.197500587E-2,5.200227088E-1,1.364845383E-1,5.380841456E-1
1.226902458E1,9.485645592E-2,5.640844023E-1,1.546600235E-1,5.925442456E-1
1.227908158E1,6.085635871E-2,5.360008103E-1,-1.623526204E-1,5.633460201E-1
1.228913858E1,1.166253474E-1,-2.513659537E-2,-1.916506791E-1,2.257505324E-1
1.229919558E1,-7.432103455E-2,-2.935120994E-1,-2.544228780E-1,3.954794173E-1
1.230925158E1,-3.006951115E-1,-2.026750195E-1,-5.284608257E-1,6.409099452E-1
1.231930858E1,-3.506870511E-1,-1.334568501E-2,-6.017580128E-1,6.966148298E-1
1.232936558E1,-2.321958572E-1,1.499360579E-1,-4.695700085E-1,5.448777206E-1
1.233942258E1,-7.666927636E-2,1.607767957E-1,-2.960304952E-1,3.454872068E-1
1.234947858E1,-7.368661165E-3,1.102404803E-1,-1.867203069E-1,2.169602122E-1
1.235953558E1,5.071757913E-2,5.034394205E-2,-1.652914310E-1,1.800778789E-1
1.236959258E1,1.260998833E-1,4.621522307E-2,-1.817887652E-1,2.260181023E-1
1.237964958E1,2.662447786E-1,8.470802844E-2,-2.418981421E-1,3.695625027E-1
1.238970558E1,4.328421852E-1,1.293760782E-1,-3.200233752E-1,5.536293774E-1
1.239976258E1,5.084893683E-1,1.591565323E-1,-3.052106237E-1,6.140405233E-1
1.240981958E1,5.248779443E-1,2.127509415E-1,-2.281109923E-1,6.105689513E-1
1.241987658E1,5.002655518E-1,2.411631471E-1,-1.117677730E-1,5.664956495E-1
1.242993258E1,4.473654994E-1,2.034790117E-1,-3.382263422E-2,4.926292408E-1
1.243998958E1,3.048071659E-1,1.181231117E-1,-2.994299750E-2,3.282637065E-1
1.245004658E1,8.541700333E-2,-2.623587191E-2,-9.536228576E-3,8.986281260E-2
1.246010358E1,-5.971235096E-2,-1.436842149E-1,1.339655578E-2,1.561735771E-1
1.247015958E1,-1.680267584E-1,-2.651279604E-1,-4.291856289E-3,3.139175799E-1
1.248021658E1,-2.003653693E-1,-3.557539558E-1,-1.335550833E-1,4.295859851E-1
1.249027358E1,-2.660170296E-1,-4.076105726E-1,-2.591497672E-1,5.514254625E-1
1.250033058E1,-2.122849184E-1,-3.404079384E-1,-5.217932457E-1,6.581873915E-1
1.251038658E1,-1.628677601E-1,-2.081772494E-1,-7.095771611E-1,7.572076479E-1
1.252044358E1,2.916883528E-3,-4.300334752E-2,-7.241267878E-1,7.254084373E-1
1.253050058E1,2.168896008E-1,1.574836439E-1,-7.395511580E-1,7.866245052E-1
1.254055658E1,4.077813113E-1,3.651755744E-1,-7.579815817E-1,9.349731954E-1
1.255061358E1,6.154524842E-1,5.343378621E-1,-5.924048066E-1,1.007592262E0
1.256067058E1,7.946550259E-1,6.409197396E-1,-2.894512081E-1,1.061148776E0
1.257072758E1,8.795957735E-1,6.574164891E-1,1.018235961E-2,1.098175234E0
1.258078358E1,8.245796138E-1,5.610035044E-1,1.417411852E-1,1.007346532E0
1.259084058E1,6.835500348E-1,4.218257385E-1,1.220155849E-1,8.124440945E-1
1.260089758E1,4.448202065E-1,2.934571356E-1,7.158800941E-2,5.376866649E-1
1.261095458E1,2.018400371E-1,1.575602424E-1,6.544260403E-2,2.642865206E-1
1.262101058E1,-1.370792001E-1,5.046965718E-2,1.157590824E-1,1.863814867E-1
1.263106758E1,-5.046097407E-1,-4.310391963E-2,1.842551573E-1,5.389238362E-1
1.264112458E1,-8.254242441E-1,-1.585180163E-1,2.377519180E-1,8.734867594E-1
1.265118158E1,-1.064549929E0,-2.717856002E-1,2.393902713E-1,1.124473951E0
1.266123758E1,-1.136513658E0,-3.559638709E-1,2.480207982E-1,1.216506428E0
1.267129458E1,-1.060810634E0,-4.018534040E-1,2.545439154E-1,1.162582455E0
1.268135158E1,-9.339734173E-1,-3.698089081E-1,3.287310487E-1,1.056943270E0
1.269140858E1,-8.577122766E-1,-2.950013852E-1,3.777125895E-1,9.825288632E-1
1.270146458E1,-8.218197280E-1,-2.269421339E-1,3.678260807E-1,9.285399416E-1
1.271152158E1,-8.399259236E-1,-1.866600806E-1,3.060122405E-1,9.132146704E-1
1.272157858E1,-9.240889916E-1,-1.843165165E-1,2.325215471E-1,9.705561872E-1
1.273163558E1,-9.901277375E-1,-2.347499210E-1,2.175041066E-1,1.040561626E0
1.274169158E1,-1.083155477E0,-2.586884218E-1,1.554692781E-1,1.124418153E0
1.275174858E1,-1.025782597E0,-2.421027946E-1,5.989306647E-2,1.055666083E0
1.276180558E1,-8.981592214E-1,-2.314982843E-1,3.526923537E-2,9.281839051E-1
1.277186258E1,-7.415611383E-1,-1.484689915E-1,1.181477066E-1,7.654507456E-1
1.278191858E1,-5.694685185E-1,-5.488664389E-2,1.358337798E-1,5.880116946E-1
1.279197558E1,-3.760320997E-1,2.575698495E-2,7.858778436E-2,3.850189634E-1
1.280203258E1,-1.933522189E-1,1.193089271E-1,8.418857642E-3,2.273556196E-1
1.281208958E1,-3.923481703E-4,2.192226398E-1,-3.089727223E-2,2.213896140E-1
1.282214558E1,2.267497605E-1,2.679474878E-1,-5.933754444E-3,3.510648367E-1
1.283220258E1,3.552306300E-1,2.748314148E-1,2.656507015E-2,4.499186705E-1
1.284225958E1,3.685733914E-1,2.337518013E-1,8.397708993E-2,4.444529234E-1
1.285231658E1,2.876642990E-1,1.757398206E-1,1.063631916E-1,3.534803559E-1
1.286237258E1,1.847179279E-1,8.606633663E-2,1.117846934E-1,2.324305162E-1
1.287242958E1,7.522530645E-2,3.650124371E-2,1.791832094E-1,1.977316617E-1
1.288248658E1,-7.204120517E-2,-5.151923239E-2,2.466683006E-1,2.620866595E-1
1.289254358E1,-2.357094491E-1,-1.234657127E-1,3.257150549E-1,4.205865233E-1
1.290259958E1,-4.954658648E-1,-1.263741177E-1,3.361149126E-1,6.119069172E-1
1.291265658E1,-6.675947374E-1,-1.382650155E-1,3.066770689E-1,7.475632231E-1
1.292271358E1,-7.263259256E-1,-8.617100179E-2,3.253904979E-1,8.005334271E-1
1.293277058E1,-7.332268095E-1,-1.875260532E-2,3.225616515E-1,8.012610270E-1
1.294282658E1,-6.807600358E-1,5.791959465E-2,3.400109124E-1,7.631489542E-1
1.295288358E1,-7.486707678E-1,1.111041141E-1,3.580425560E-1,8.372852051E-1
1.296294058E1,-7.682074848E-1,6.468131483E-2,4.383002321E-1,8.868108624E-1
1.297299758E1,-8.813744965E-1,6.953976631E-2,4.776449402E-1,1.004888785E0
1.298305358E1,-9.504786453E-1,1.749603868E-2,4.458723764E-1,1.050008544E0
1.299311058E1,-9.418455237E-1,-6.871589363E-2,4.018440120E-1,1.026291126E0
1.300316758E1,-9.835294470E-1,-8.425253034E-2,3.414925969E-1,1.044531405E0
1.301322458E1,-9.567085612E-1,-1.436561483E-1,2.690152260E-1,1.004140205E0
1.302328058E1,-7.976546475E-1,-1.496904749E-1,2.466964038E-1,8.482448294E-1
1.303333758E1,-6.407273662E-1,-1.100755888E-1,3.023998854E-1,7.170034057E-1
1.304339458E1,-4.701418662E-1,-5.515736997E-2,3.699182510E-1,6.007622011E-1
1.305345158E1,-2.915719932E-1,1.888884544E-2,5.037651104E-1,5.823661238E-1
1.306350758E1,-1.424229705E-1,7.113371730E-2,6.954081881E-1,7.133981051E-1
1.307356458E1,-3.508680224E-2,1.097481447E-1,9.255545962E-1,9.326987989E-1
1.308362158E1,3.152643263E-2,1.052884734E-1,1.123112133E0,1.128477045E0
